time,price
2021-03-01 03:00:00,26.865999603271483
2021-03-01 04:00:00,26.887999725341796
2021-03-01 05:00:00,26.92599983215332
2021-03-01 06:00:00,26.95
2021-03-01 07:00:00,26.97300033569336
2021-03-01 08:00:00,26.976000213623045
2021-03-01 09:00:00,26.966000366210938
2021-03-01 10:00:00,26.96300048828125
2021-03-01 11:00:00,26.942000579833984
2021-03-01 12:00:00,26.91500053405762
2021-03-01 13:00:00,26.911000442504882
2021-03-01 14:00:00,26.92300033569336
2021-03-01 15:00:00,26.929000091552734
2021-03-01 16:00:00,26.929000091552734
2021-03-01 17:00:00,26.904999923706054
2021-03-01 18:00:00,26.831000137329102
2021-03-01 19:00:00,26.77300033569336
2021-03-01 20:00:00,26.693000411987306
2021-03-01 21:00:00,26.638000106811525
2021-03-01 23:00:00,26.60900001525879
2021-03-02 00:00:00,26.629999923706055
2021-03-02 01:00:00,26.5379997253418
2021-03-02 02:00:00,26.454999923706055
2021-03-02 03:00:00,26.354999923706053
2021-03-02 04:00:00,26.272999954223632
2021-03-02 05:00:00,26.148999786376955
2021-03-02 06:00:00,26.158999633789062
2021-03-02 07:00:00,26.14299964904785
2021-03-02 08:00:00,26.141999816894533
2021-03-02 09:00:00,26.138999938964844
2021-03-02 10:00:00,26.206000137329102
2021-03-02 11:00:00,26.218000411987305
2021-03-02 12:00:00,26.29900016784668
2021-03-02 13:00:00,26.347000122070312
2021-03-02 14:00:00,26.411000061035157
2021-03-02 15:00:00,26.427000045776367
2021-03-02 16:00:00,26.50099983215332
2021-03-02 17:00:00,26.563000106811522
2021-03-02 18:00:00,26.669000244140626
2021-03-02 19:00:00,26.727000427246093
2021-03-02 20:00:00,26.79000053405762
2021-03-02 21:00:00,26.825000762939453
2021-03-02 23:00:00,26.83000068664551
2021-03-03 00:00:00,26.81200065612793
2021-03-03 01:00:00,26.8140007019043
2021-03-03 02:00:00,26.8140007019043
2021-03-03 05:00:00,26.799000549316407
2021-03-03 05:03:00,26.793000411987304
